Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2016-2020 the share includes those who received a bachelor's or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget (OMB) February 2013. See the What is Rural?

The data for 2016-2020 is a 5-year average from the Census Bureau's American Community Survey. 

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2016-2020 American Community Survey.

","See the Census Bureau web site for a description of FIPS codes.

*The 2013 Rural-urban continuum codes classify metropolitan counties (codes 1 through 3) by size of the Metropolitan Statistical Area (MSA), and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for precise definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2016-2020 the share includes those who received a bachelor's or higher degree.

The data for 2016-2020 is a 5-year average from the Census Bureau's American Community Survey.

Data is for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2016-2020 American Community Survey.


"

PolygonLayer2_label,Value0
,0.329192969058248
,0.262273452858637
,0.299868028032666
,0.303070785810152
,0.238165372458581
,0.347152572930136
,0.416035720273568
,0.400127751631545
,0.326596261049907
,0.597576426434203
,0.305463547616092
,0.321973293503468
,0.335689762279674
,0.286679809734019
,0.355172159738451
,0.271550631635984
,0.293185212916369
,0.339234514824868
,0.250233729478848
,0.248619852716339
,0.324898079673448
,0.408955943504187
,0.44527406319524
,0.299858294981641
,0.367810073431835
,0.22752068466128
,0.299412563517647
,0.331427762533211
,0.324971815107103
,0.254557220773514
,0.375514074891728
,0.407336346975225
,0.281416351891969
,0.374586650296425
,0.320411826614716
,0.306824782674237
,0.288901911748596
,0.261479966917846
,0.344007633717396
,0.323305633660875
,0.350221886507412
,0.289898782278557
,0.292964683822668
,0.281508617380314
,0.306895594983396
,0.346844908567
,0.3965898269353
,0.395149203122318
,0.366792691447373
,0.212969547516141
,0.308013725359218
,0.281806633589516
,0.26671882654011

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,rate_2010
2016-2020,36000,New York,,11.9%,17.9%,23.1%,27.4%,37.5%
2016-2020,36001,"Albany, NY        ",2,13.8%,22.3%,28.3%,33.3%,43.6%
2016-2020,36003,"Allegany, NY        ",7,11.3%,13.6%,15.6%,17.2%,22.9%
2016-2020,36005,"Bronx, NY        ",1,6.2%,9.1%,12.2%,14.6%,20.3%
2016-2020,36007,"Broome, NY        ",2,11.2%,15.6%,20.7%,22.7%,28.8%
2016-2020,36009,"Cattaraugus, NY        ",4,7.3%,10.7%,12.8%,14.9%,19.9%
2016-2020,36011,"Cayuga, NY        ",4,7.9%,10.9%,13.0%,15.5%,22.0%
2016-2020,36013,"Chautauqua, NY        ",4,7.5%,11.8%,14.2%,16.9%,23.1%
2016-2020,36015,"Chemung, NY        ",3,10.1%,13.3%,15.4%,18.6%,23.6%
2016-2020,36017,"Chenango, NY        ",6,8.7%,12.0%,13.1%,14.4%,19.0%
2016-2020,36019,"Clinton, NY        ",5,9.3%,14.1%,16.5%,17.8%,24.4%
2016-2020,36021,"Columbia, NY        ",6,8.1%,13.8%,18.5%,22.6%,33.7%
2016-2020,36023,"Cortland, NY        ",4,10.6%,15.1%,18.2%,18.8%,26.9%
2016-2020,36025,"Delaware, NY        ",6,8.6%,11.8%,13.2%,16.6%,22.1%
2016-2020,36027,"Dutchess, NY        ",1,14.0%,18.9%,24.8%,27.6%,36.4%
2016-2020,36029,"Erie, NY        ",1,10.0%,15.1%,20.0%,24.5%,35.1%
2016-2020,36031,"Essex, NY        ",6,8.1%,14.1%,15.8%,18.3%,29.8%
2016-2020,36033,"Franklin, NY        ",7,7.1%,11.6%,11.7%,13.0%,20.7%
2016-2020,36035,"Fulton, NY        ",4,6.5%,9.3%,11.4%,13.5%,18.2%
2016-2020,36037,"Genesee, NY        ",4,8.0%,11.8%,14.0%,16.3%,21.9%
2016-2020,36039,"Greene, NY        ",6,6.8%,9.8%,13.4%,16.4%,23.9%
2016-2020,36041,"Hamilton, NY        ",8,7.9%,11.2%,15.1%,18.4%,19.9%
2016-2020,36043,"Herkimer, NY        ",2,6.5%,10.4%,12.9%,15.7%,21.1%
